record_id,student_id,year_level,counsellor_id,subject_1_name,subject_1_marks,subject_2_name,subject_2_marks,subject_3_name,subject_3_marks,total,grade,sgpa
REC000784,STU00196,4,4,Data Warehousing and Data Mining,86,Data Science,52,Computer Architecture,93,231,A,8.15
REC000785,STU00197,1,1,Maths,87,Physics,52,Chemistry,56,195,B+,7.22
REC000786,STU00197,2,2,Data Structures and Algorithms,89,Probability and Statistics,56,Java,45,190,B+,7.03
REC000787,STU00197,3,3,Design and Analysis of Algorithm,96,Machine Learning,65,UI/UX,52,213,A,7.72
REC000788,STU00197,4,4,Data Warehousing and Data Mining,81,Data Science,58,Computer Architecture,86,225,A,7.8
REC000789,STU00198,1,1,Maths,80,Physics,61,Chemistry,99,240,A+,9.15
REC000790,STU00198,2,2,Data Structures and Algorithms,50,Probability and Statistics,52,Java,77,179,C,4.88
REC000791,STU00198,3,3,Design and Analysis of Algorithm,79,Machine Learning,55,UI/UX,72,206,B+,7.29
REC000792,STU00198,4,4,Data Warehousing and Data Mining,87,Data Science,45,Computer Architecture,60,192,B+,6.88
REC000793,STU00199,1,1,Maths,78,Physics,95,Chemistry,63,236,A,8.1
REC000794,STU00199,2,2,Data Structures and Algorithms,73,Probability and Statistics,53,Java,81,207,B+,6.99
REC000795,STU00199,3,3,Design and Analysis of Algorithm,65,Machine Learning,78,UI/UX,67,210,A,8.06
REC000796,STU00199,4,4,Data Warehousing and Data Mining,77,Data Science,58,Computer Architecture,89,224,A,7.76
REC000797,STU00200,1,1,Maths,97,Physics,47,Chemistry,60,204,B+,6.72
REC000798,STU00200,2,2,Data Structures and Algorithms,54,Probability and Statistics,64,Java,99,217,A,8.2
REC000799,STU00200,3,3,Design and Analysis of Algorithm,53,Machine Learning,83,UI/UX,80,216,A,7.83
REC000800,STU00200,4,4,Data Warehousing and Data Mining,67,Data Science,62,Computer Architecture,53,182,B+,7.14
REC000801,STU00201,1,1,Maths,72,Physics,49,Chemistry,80,201,B+,6.85
REC000802,STU00201,2,2,Data Structures and Algorithms,69,Probability and Statistics,86,Java,55,210,A,7.94
REC000803,STU00201,3,3,Design and Analysis of Algorithm,50,Machine Learning,61,UI/UX,88,199,B+,6.96
REC000804,STU00201,4,4,Data Warehousing and Data Mining,89,Data Science,54,Computer Architecture,79,222,A,7.82
REC000805,STU00202,1,1,Maths,85,Physics,91,Chemistry,62,238,C,5.3
REC000806,STU00202,2,2,Data Structures and Algorithms,89,Probability and Statistics,86,Java,57,232,A,8.13
REC000807,STU00202,3,3,Design and Analysis of Algorithm,81,Machine Learning,87,UI/UX,86,254,A+,9.19
REC000808,STU00202,4,4,Data Warehousing and Data Mining,83,Data Science,55,Computer Architecture,71,209,C,5.19
REC000809,STU00203,1,1,Maths,65,Physics,95,Chemistry,72,232,A,7.93
REC000810,STU00203,2,2,Data Structures and Algorithms,83,Probability and Statistics,60,Java,49,192,B+,6.86
REC000811,STU00203,3,3,Design and Analysis of Algorithm,79,Machine Learning,52,UI/UX,88,219,A,8.03
REC000812,STU00203,4,4,Data Warehousing and Data Mining,49,Data Science,66,Computer Architecture,85,200,B+,6.75
REC000813,STU00204,1,1,Maths,66,Physics,94,Chemistry,62,222,A,7.79
REC000814,STU00204,2,2,Data Structures and Algorithms,96,Probability and Statistics,59,Java,62,217,A,7.71
REC000815,STU00204,3,3,Design and Analysis of Algorithm,69,Machine Learning,59,UI/UX,69,197,B+,7.27
REC000816,STU00204,4,4,Data Warehousing and Data Mining,95,Data Science,52,Computer Architecture,56,203,B+,7.02
REC000817,STU00205,1,1,Maths,64,Physics,82,Chemistry,97,243,A+,9.18
REC000818,STU00205,2,2,Data Structures and Algorithms,51,Probability and Statistics,78,Java,67,196,B+,7.12
REC000819,STU00205,3,3,Design and Analysis of Algorithm,100,Machine Learning,63,UI/UX,80,243,A+,8.86
REC000820,STU00205,4,4,Data Warehousing and Data Mining,51,Data Science,48,Computer Architecture,55,154,B,5.89
REC000821,STU00206,1,1,Maths,93,Physics,69,Chemistry,56,218,A,7.91
REC000822,STU00206,2,2,Data Structures and Algorithms,92,Probability and Statistics,88,Java,95,275,O,10
REC000823,STU00206,3,3,Design and Analysis of Algorithm,83,Machine Learning,99,UI/UX,70,252,A+,8.99
REC000824,STU00206,4,4,Data Warehousing and Data Mining,53,Data Science,61,Computer Architecture,45,159,B,6.11
REC000825,STU00207,1,1,Maths,90,Physics,54,Chemistry,87,231,A,7.78
REC000826,STU00207,2,2,Data Structures and Algorithms,69,Probability and Statistics,81,Java,92,242,A+,8.86
REC000827,STU00207,3,3,Design and Analysis of Algorithm,91,Machine Learning,85,UI/UX,68,244,A+,9.12
REC000828,STU00207,4,4,Data Warehousing and Data Mining,60,Data Science,88,Computer Architecture,83,231,A,7.95
REC000829,STU00208,1,1,Maths,74,Physics,56,Chemistry,73,203,B+,7.29
REC000830,STU00208,2,2,Data Structures and Algorithms,96,Probability and Statistics,74,Java,77,247,A+,8.87
REC000831,STU00208,3,3,Design and Analysis of Algorithm,72,Machine Learning,78,UI/UX,90,240,A+,9.23
REC000832,STU00208,4,4,Data Warehousing and Data Mining,97,Data Science,59,Computer Architecture,64,220,A,8.08
REC000833,STU00209,1,1,Maths,50,Physics,64,Chemistry,71,185,B+,7.16
REC000834,STU00209,2,2,Data Structures and Algorithms,99,Probability and Statistics,50,Java,85,234,A,7.75
REC000835,STU00209,3,3,Design and Analysis of Algorithm,91,Machine Learning,60,UI/UX,50,201,B+,6.8
REC000836,STU00209,4,4,Data Warehousing and Data Mining,48,Data Science,50,Computer Architecture,92,190,B+,6.87
REC000837,STU00210,1,1,Maths,76,Physics,96,Chemistry,100,272,O,9.71
REC000838,STU00210,2,2,Data Structures and Algorithms,72,Probability and Statistics,88,Java,77,237,A,8.26
REC000839,STU00210,3,3,Design and Analysis of Algorithm,53,Machine Learning,75,UI/UX,76,204,B+,7.01
REC000840,STU00210,4,4,Data Warehousing and Data Mining,88,Data Science,79,Computer Architecture,89,256,A+,8.77
REC000841,STU00211,1,1,Maths,45,Physics,84,Chemistry,57,186,B+,7.25
REC000842,STU00211,2,2,Data Structures and Algorithms,92,Probability and Statistics,45,Java,90,227,A,7.95
REC000843,STU00211,3,3,Design and Analysis of Algorithm,79,Machine Learning,92,UI/UX,67,238,C,4.85
REC000844,STU00211,4,4,Data Warehousing and Data Mining,92,Data Science,87,Computer Architecture,97,276,O,10
REC000845,STU00212,1,1,Maths,78,Physics,88,Chemistry,83,249,A+,8.73
REC000846,STU00212,2,2,Data Structures and Algorithms,73,Probability and Statistics,55,Java,88,216,A,8.26
REC000847,STU00212,3,3,Design and Analysis of Algorithm,93,Machine Learning,78,UI/UX,59,230,A,7.8
REC000848,STU00212,4,4,Data Warehousing and Data Mining,68,Data Science,98,Computer Architecture,53,219,A,8.01
REC000849,STU00213,1,1,Maths,48,Physics,72,Chemistry,76,196,B+,6.93
REC000850,STU00213,2,2,Data Structures and Algorithms,68,Probability and Statistics,52,Java,66,186,B+,7.25
REC000851,STU00213,3,3,Design and Analysis of Algorithm,60,Machine Learning,98,UI/UX,79,237,A,8.21
REC000852,STU00213,4,4,Data Warehousing and Data Mining,99,Data Science,52,Computer Architecture,63,214,A,7.88
REC000853,STU00214,1,1,Maths,63,Physics,61,Chemistry,58,182,B+,6.7
REC000854,STU00214,2,2,Data Structures and Algorithms,85,Probability and Statistics,81,Java,70,236,A,7.83
REC000855,STU00214,3,3,Design and Analysis of Algorithm,64,Machine Learning,86,UI/UX,77,227,A,8.2
REC000856,STU00214,4,4,Data Warehousing and Data Mining,47,Data Science,74,Computer Architecture,84,205,B+,7.21
REC000857,STU00215,1,1,Maths,48,Physics,67,Chemistry,45,160,B,6.07
REC000858,STU00215,2,2,Data Structures and Algorithms,66,Probability and Statistics,64,Java,67,197,B+,6.76
REC000859,STU00215,3,3,Design and Analysis of Algorithm,67,Machine Learning,91,UI/UX,56,214,A,7.94
REC000860,STU00215,4,4,Data Warehousing and Data Mining,45,Data Science,51,Computer Architecture,72,168,B,6
REC000861,STU00216,1,1,Maths,50,Physics,78,Chemistry,77,205,B+,7.24
REC000862,STU00216,2,2,Data Structures and Algorithms,71,Probability and Statistics,52,Java,76,199,B+,6.7
REC000863,STU00216,3,3,Design and Analysis of Algorithm,94,Machine Learning,87,UI/UX,61,242,A+,8.84
REC000864,STU00216,4,4,Data Warehousing and Data Mining,70,Data Science,68,Computer Architecture,64,202,B+,6.92
REC000865,STU00217,1,1,Maths,56,Physics,79,Chemistry,96,231,A,7.86
REC000866,STU00217,2,2,Data Structures and Algorithms,73,Probability and Statistics,87,Java,98,258,A+,8.96
REC000867,STU00217,3,3,Design and Analysis of Algorithm,53,Machine Learning,67,UI/UX,92,212,A,7.96
REC000868,STU00217,4,4,Data Warehousing and Data Mining,67,Data Science,100,Computer Architecture,90,257,A+,8.82
REC000869,STU00218,1,1,Maths,57,Physics,63,Chemistry,47,167,B,5.78
REC000870,STU00218,2,2,Data Structures and Algorithms,71,Probability and Statistics,92,Java,66,229,A,8.24
REC000871,STU00218,3,3,Design and Analysis of Algorithm,55,Machine Learning,87,UI/UX,57,199,B+,7.27
REC000872,STU00218,4,4,Data Warehousing and Data Mining,87,Data Science,62,Computer Architecture,52,201,B+,6.95
REC000873,STU00219,1,1,Maths,80,Physics,76,Chemistry,96,252,A+,9.11
REC000874,STU00219,2,2,Data Structures and Algorithms,53,Probability and Statistics,65,Java,93,211,A,8.16
REC000875,STU00219,3,3,Design and Analysis of Algorithm,70,Machine Learning,77,UI/UX,91,238,C,5.25
REC000876,STU00219,4,4,Data Warehousing and Data Mining,98,Data Science,97,Computer Architecture,69,264,A+,8.78
REC000877,STU00220,1,1,Maths,51,Physics,95,Chemistry,46,192,B+,6.78
REC000878,STU00220,2,2,Data Structures and Algorithms,67,Probability and Statistics,77,Java,45,189,B+,7.16
REC000879,STU00220,3,3,Design and Analysis of Algorithm,60,Machine Learning,48,UI/UX,88,196,B+,7.2
REC000880,STU00220,4,4,Data Warehousing and Data Mining,72,Data Science,83,Computer Architecture,92,247,A+,8.7
REC000881,STU00221,1,1,Maths,75,Physics,63,Chemistry,63,201,B+,6.99
REC000882,STU00221,2,2,Data Structures and Algorithms,93,Probability and Statistics,72,Java,60,225,A,8.07
REC000883,STU00221,3,3,Design and Analysis of Algorithm,91,Machine Learning,77,UI/UX,56,224,A,7.85
REC000884,STU00221,4,4,Data Warehousing and Data Mining,94,Data Science,52,Computer Architecture,100,246,A+,8.86
REC000885,STU00222,1,1,Maths,89,Physics,60,Chemistry,87,236,A,8.19
REC000886,STU00222,2,2,Data Structures and Algorithms,57,Probability and Statistics,75,Java,90,222,A,8.17
REC000887,STU00222,3,3,Design and Analysis of Algorithm,51,Machine Learning,89,UI/UX,91,231,A,8
REC000888,STU00222,4,4,Data Warehousing and Data Mining,56,Data Science,57,Computer Architecture,99,212,A,8.05
REC000889,STU00223,1,1,Maths,85,Physics,54,Chemistry,59,198,B+,6.77
REC000890,STU00223,2,2,Data Structures and Algorithms,70,Probability and Statistics,47,Java,62,179,C,5.29
REC000891,STU00223,3,3,Design and Analysis of Algorithm,54,Machine Learning,72,UI/UX,46,172,B,6.07
REC000892,STU00223,4,4,Data Warehousing and Data Mining,50,Data Science,100,Computer Architecture,48,198,B+,6.93
REC000893,STU00224,1,1,Maths,78,Physics,64,Chemistry,89,231,A,8.08
REC000894,STU00224,2,2,Data Structures and Algorithms,59,Probability and Statistics,59,Java,66,184,B+,6.96
REC000895,STU00224,3,3,Design and Analysis of Algorithm,48,Machine Learning,77,UI/UX,72,197,B+,7.09
REC000896,STU00224,4,4,Data Warehousing and Data Mining,64,Data Science,52,Computer Architecture,62,178,C,4.92
REC000897,STU00225,1,1,Maths,67,Physics,90,Chemistry,71,228,A,7.85
REC000898,STU00225,2,2,Data Structures and Algorithms,48,Probability and Statistics,56,Java,47,151,B,5.7
REC000899,STU00225,3,3,Design and Analysis of Algorithm,87,Machine Learning,92,UI/UX,65,244,A+,8.83
REC000900,STU00225,4,4,Data Warehousing and Data Mining,75,Data Science,62,Computer Architecture,83,220,A,7.76
REC000901,STU00226,1,1,Maths,56,Physics,61,Chemistry,76,193,B+,6.92
REC000902,STU00226,2,2,Data Structures and Algorithms,64,Probability and Statistics,52,Java,51,167,B,6.1
REC000903,STU00226,3,3,Design and Analysis of Algorithm,88,Machine Learning,80,UI/UX,94,262,A+,9.22
REC000904,STU00226,4,4,Data Warehousing and Data Mining,66,Data Science,68,Computer Architecture,92,226,A,8.19
REC000905,STU00227,1,1,Maths,92,Physics,94,Chemistry,82,268,C,5.02
REC000906,STU00227,2,2,Data Structures and Algorithms,68,Probability and Statistics,60,Java,86,214,A,7.87
REC000907,STU00227,3,3,Design and Analysis of Algorithm,82,Machine Learning,69,UI/UX,50,201,B+,7.23
REC000908,STU00227,4,4,Data Warehousing and Data Mining,53,Data Science,85,Computer Architecture,92,230,A,8.06
REC000909,STU00228,1,1,Maths,47,Physics,82,Chemistry,86,215,A,8.19
REC000910,STU00228,2,2,Data Structures and Algorithms,57,Probability and Statistics,90,Java,73,220,A,8.26
REC000911,STU00228,3,3,Design and Analysis of Algorithm,49,Machine Learning,79,UI/UX,84,212,A,7.91
REC000912,STU00228,4,4,Data Warehousing and Data Mining,91,Data Science,75,Computer Architecture,93,259,A+,8.82
REC000913,STU00229,1,1,Maths,91,Physics,54,Chemistry,47,192,B+,6.78
REC000914,STU00229,2,2,Data Structures and Algorithms,71,Probability and Statistics,80,Java,90,241,A+,8.85
REC000915,STU00229,3,3,Design and Analysis of Algorithm,93,Machine Learning,99,UI/UX,99,291,O,10
REC000916,STU00229,4,4,Data Warehousing and Data Mining,67,Data Science,68,Computer Architecture,73,208,C,5.08
REC000917,STU00230,1,1,Maths,52,Physics,72,Chemistry,49,173,B,5.99
REC000918,STU00230,2,2,Data Structures and Algorithms,78,Probability and Statistics,77,Java,95,250,A+,8.71
REC000919,STU00230,3,3,Design and Analysis of Algorithm,83,Machine Learning,62,UI/UX,89,234,A,8.28
REC000920,STU00230,4,4,Data Warehousing and Data Mining,63,Data Science,47,Computer Architecture,81,191,B+,6.74
REC000921,STU00231,1,1,Maths,89,Physics,57,Chemistry,92,238,C,5.19
REC000922,STU00231,2,2,Data Structures and Algorithms,76,Probability and Statistics,88,Java,79,243,A+,9.22
REC000923,STU00231,3,3,Design and Analysis of Algorithm,49,Machine Learning,55,UI/UX,73,177,B,6.15
REC000924,STU00231,4,4,Data Warehousing and Data Mining,69,Data Science,80,Computer Architecture,94,243,A+,8.93
REC000925,STU00232,1,1,Maths,83,Physics,62,Chemistry,58,203,B+,6.81
REC000926,STU00232,2,2,Data Structures and Algorithms,55,Probability and Statistics,81,Java,58,194,B+,7.06
REC000927,STU00232,3,3,Design and Analysis of Algorithm,45,Machine Learning,95,UI/UX,77,217,A,7.97
REC000928,STU00232,4,4,Data Warehousing and Data Mining,90,Data Science,91,Computer Architecture,78,259,A+,8.86
REC000929,STU00233,1,1,Maths,99,Physics,59,Chemistry,63,221,A,8.12
REC000930,STU00233,2,2,Data Structures and Algorithms,80,Probability and Statistics,52,Java,55,187,B+,6.83
REC000931,STU00233,3,3,Design and Analysis of Algorithm,79,Machine Learning,60,UI/UX,63,202,B+,6.72
REC000932,STU00233,4,4,Data Warehousing and Data Mining,54,Data Science,62,Computer Architecture,53,169,B,5.86
REC000933,STU00234,1,1,Maths,95,Physics,48,Chemistry,86,229,A,8.29
REC000934,STU00234,2,2,Data Structures and Algorithms,97,Probability and Statistics,58,Java,79,234,A,7.77
REC000935,STU00234,3,3,Design and Analysis of Algorithm,86,Machine Learning,67,UI/UX,85,238,C,5.06
REC000936,STU00234,4,4,Data Warehousing and Data Mining,68,Data Science,65,Computer Architecture,50,183,B+,7.27
REC000937,STU00235,1,1,Maths,80,Physics,61,Chemistry,91,232,A,7.78
REC000938,STU00235,2,2,Data Structures and Algorithms,84,Probability and Statistics,63,Java,65,212,A,8.29
REC000939,STU00235,3,3,Design and Analysis of Algorithm,85,Machine Learning,97,UI/UX,45,227,A,8.19
REC000940,STU00235,4,4,Data Warehousing and Data Mining,59,Data Science,91,Computer Architecture,62,212,A,7.81
REC000941,STU00236,1,1,Maths,46,Physics,79,Chemistry,87,212,A,8.29
REC000942,STU00236,2,2,Data Structures and Algorithms,94,Probability and Statistics,94,Java,82,270,O,9.76
REC000943,STU00236,3,3,Design and Analysis of Algorithm,92,Machine Learning,89,UI/UX,69,250,A+,9.27
REC000944,STU00236,4,4,Data Warehousing and Data Mining,61,Data Science,100,Computer Architecture,85,246,A+,9.08
REC000945,STU00237,1,1,Maths,80,Physics,58,Chemistry,97,235,A,7.97
REC000946,STU00237,2,2,Data Structures and Algorithms,65,Probability and Statistics,62,Java,58,185,B+,7.05
REC000947,STU00237,3,3,Design and Analysis of Algorithm,96,Machine Learning,99,UI/UX,93,288,O,9.94
REC000948,STU00237,4,4,Data Warehousing and Data Mining,73,Data Science,59,Computer Architecture,91,223,A,8.14
REC000949,STU00238,1,1,Maths,68,Physics,54,Chemistry,75,197,B+,6.76
REC000950,STU00238,2,2,Data Structures and Algorithms,56,Probability and Statistics,74,Java,56,186,B+,7.19
REC000951,STU00238,3,3,Design and Analysis of Algorithm,56,Machine Learning,57,UI/UX,81,194,B+,6.99
REC000952,STU00238,4,4,Data Warehousing and Data Mining,91,Data Science,56,Computer Architecture,86,233,A,7.87
REC000953,STU00239,1,1,Maths,64,Physics,55,Chemistry,56,175,B,6.19
REC000954,STU00239,2,2,Data Structures and Algorithms,88,Probability and Statistics,83,Java,57,228,A,7.74
REC000955,STU00239,3,3,Design and Analysis of Algorithm,49,Machine Learning,72,UI/UX,60,181,B+,6.97
REC000956,STU00239,4,4,Data Warehousing and Data Mining,86,Data Science,70,Computer Architecture,51,207,B+,7.13
REC000957,STU00240,1,1,Maths,53,Physics,91,Chemistry,93,237,A,8.18
REC000958,STU00240,2,2,Data Structures and Algorithms,83,Probability and Statistics,51,Java,69,203,B+,6.93
REC000959,STU00240,3,3,Design and Analysis of Algorithm,52,Machine Learning,97,UI/UX,45,194,B+,7.16
REC000960,STU00240,4,4,Data Warehousing and Data Mining,86,Data Science,47,Computer Architecture,53,186,B+,6.85
REC000961,STU00241,1,1,Maths,50,Physics,62,Chemistry,54,166,B,6.26
REC000962,STU00241,2,2,Data Structures and Algorithms,83,Probability and Statistics,45,Java,95,223,A,8.28
REC000963,STU00241,3,3,Design and Analysis of Algorithm,95,Machine Learning,51,UI/UX,79,225,A,8.14
REC000964,STU00241,4,4,Data Warehousing and Data Mining,66,Data Science,99,Computer Architecture,90,255,A+,8.75
REC000965,STU00242,1,1,Maths,53,Physics,75,Chemistry,93,221,A,8.04
REC000966,STU00242,2,2,Data Structures and Algorithms,73,Probability and Statistics,97,Java,55,225,A,7.88
REC000967,STU00242,3,3,Design and Analysis of Algorithm,75,Machine Learning,54,UI/UX,60,189,B+,6.73
REC000968,STU00242,4,4,Data Warehousing and Data Mining,89,Data Science,62,Computer Architecture,85,236,A,8.03
REC000969,STU00243,1,1,Maths,46,Physics,97,Chemistry,47,190,B+,6.76
REC000970,STU00243,2,2,Data Structures and Algorithms,63,Probability and Statistics,51,Java,77,191,B+,7.23
REC000971,STU00243,3,3,Design and Analysis of Algorithm,71,Machine Learning,54,UI/UX,45,170,B,6.25
REC000972,STU00243,4,4,Data Warehousing and Data Mining,46,Data Science,59,Computer Architecture,72,177,B,5.93
REC000973,STU00244,1,1,Maths,67,Physics,86,Chemistry,63,216,A,7.84
REC000974,STU00244,2,2,Data Structures and Algorithms,88,Probability and Statistics,69,Java,88,245,A+,9.23
REC000975,STU00244,3,3,Design and Analysis of Algorithm,97,Machine Learning,52,UI/UX,76,225,A,7.8
REC000976,STU00244,4,4,Data Warehousing and Data Mining,52,Data Science,59,Computer Architecture,51,162,B,6.27
REC000977,STU00245,1,1,Maths,63,Physics,67,Chemistry,49,179,C,5.07
REC000978,STU00245,2,2,Data Structures and Algorithms,52,Probability and Statistics,68,Java,50,170,B,6.24
REC000979,STU00245,3,3,Design and Analysis of Algorithm,83,Machine Learning,54,UI/UX,56,193,B+,6.96
REC000980,STU00245,4,4,Data Warehousing and Data Mining,66,Data Science,83,Computer Architecture,56,205,B+,7.11
REC000981,STU00246,1,1,Maths,54,Physics,87,Chemistry,88,229,A,7.88
REC000982,STU00246,2,2,Data Structures and Algorithms,97,Probability and Statistics,63,Java,67,227,A,8.23
REC000983,STU00246,3,3,Design and Analysis of Algorithm,62,Machine Learning,76,UI/UX,87,225,A,7.92
REC000984,STU00246,4,4,Data Warehousing and Data Mining,61,Data Science,96,Computer Architecture,90,247,A+,9.18
REC000985,STU00247,1,1,Maths,95,Physics,45,Chemistry,100,240,A+,9.26
REC000986,STU00247,2,2,Data Structures and Algorithms,54,Probability and Statistics,94,Java,86,234,A,7.79
REC000987,STU00247,3,3,Design and Analysis of Algorithm,54,Machine Learning,69,UI/UX,73,196,B+,7.13
REC000988,STU00247,4,4,Data Warehousing and Data Mining,95,Data Science,75,Computer Architecture,97,267,A+,8.74
REC000989,STU00248,1,1,Maths,81,Physics,72,Chemistry,91,244,A+,8.87
REC000990,STU00248,2,2,Data Structures and Algorithms,50,Probability and Statistics,65,Java,53,168,B,5.81
REC000991,STU00248,3,3,Design and Analysis of Algorithm,69,Machine Learning,67,UI/UX,65,201,B+,7
REC000992,STU00248,4,4,Data Warehousing and Data Mining,75,Data Science,89,Computer Architecture,71,235,A,8.06
REC000993,STU00249,1,1,Maths,85,Physics,66,Chemistry,53,204,B+,7.18
REC000994,STU00249,2,2,Data Structures and Algorithms,86,Probability and Statistics,60,Java,69,215,A,7.95
REC000995,STU00249,3,3,Design and Analysis of Algorithm,76,Machine Learning,79,UI/UX,79,234,A,8
REC000996,STU00249,4,4,Data Warehousing and Data Mining,79,Data Science,97,Computer Architecture,59,235,A,7.93
REC000997,STU00250,1,1,Maths,82,Physics,90,Chemistry,71,243,A+,9.02
REC000998,STU00250,2,2,Data Structures and Algorithms,94,Probability and Statistics,89,Java,96,279,O,10
REC000999,STU00250,3,3,Design and Analysis of Algorithm,89,Machine Learning,50,UI/UX,60,199,B+,6.92
REC001000,STU00250,4,4,Data Warehousing and Data Mining,58,Data Science,99,Computer Architecture,46,203,B+,6.92
REC001001,STU00251,1,1,Maths,75,Physics,53,Chemistry,52,180,B+,6.74
REC001002,STU00251,2,2,Data Structures and Algorithms,67,Probability and Statistics,68,Java,99,234,A,8.21
REC001003,STU00251,3,3,Design and Analysis of Algorithm,94,Machine Learning,97,UI/UX,53,244,A+,8.88
REC001004,STU00251,4,4,Data Warehousing and Data Mining,54,Data Science,98,Computer Architecture,99,251,A+,9.03
REC001005,STU00252,1,1,Maths,71,Physics,60,Chemistry,58,189,B+,7.2
REC001006,STU00252,2,2,Data Structures and Algorithms,48,Probability and Statistics,92,Java,53,193,B+,6.77
REC001007,STU00252,3,3,Design and Analysis of Algorithm,89,Machine Learning,90,UI/UX,54,233,A,7.93
REC001008,STU00252,4,4,Data Warehousing and Data Mining,46,Data Science,89,Computer Architecture,72,207,B+,6.92
REC001009,STU00253,1,1,Maths,89,Physics,51,Chemistry,87,227,A,8.05
REC001010,STU00253,2,2,Data Structures and Algorithms,75,Probability and Statistics,98,Java,83,256,A+,9.22
REC001011,STU00253,3,3,Design and Analysis of Algorithm,46,Machine Learning,54,UI/UX,68,168,B,5.78
REC001012,STU00253,4,4,Data Warehousing and Data Mining,60,Data Science,49,Computer Architecture,45,154,B,6.04
REC001013,STU00254,1,1,Maths,97,Physics,71,Chemistry,54,222,A,8.16
REC001014,STU00254,2,2,Data Structures and Algorithms,75,Probability and Statistics,92,Java,53,220,A,8.15
REC001015,STU00254,3,3,Design and Analysis of Algorithm,89,Machine Learning,64,UI/UX,75,228,A,7.95
REC001016,STU00254,4,4,Data Warehousing and Data Mining,66,Data Science,73,Computer Architecture,95,234,A,8.09
REC001017,STU00255,1,1,Maths,45,Physics,63,Chemistry,52,160,B,5.79
REC001018,STU00255,2,2,Data Structures and Algorithms,86,Probability and Statistics,47,Java,83,216,A,8.15
REC001019,STU00255,3,3,Design and Analysis of Algorithm,77,Machine Learning,55,UI/UX,45,177,B,5.94
REC001020,STU00255,4,4,Data Warehousing and Data Mining,72,Data Science,88,Computer Architecture,74,234,A,8.03
REC001021,STU00256,1,1,Maths,98,Physics,61,Chemistry,81,240,A+,9
REC001022,STU00256,2,2,Data Structures and Algorithms,90,Probability and Statistics,59,Java,72,221,A,8.26
REC001023,STU00256,3,3,Design and Analysis of Algorithm,62,Machine Learning,50,UI/UX,78,190,B+,6.93
REC001024,STU00256,4,4,Data Warehousing and Data Mining,53,Data Science,92,Computer Architecture,58,203,B+,6.94
REC001025,STU00257,1,1,Maths,48,Physics,59,Chemistry,70,177,B,5.81
REC001026,STU00257,2,2,Data Structures and Algorithms,92,Probability and Statistics,80,Java,83,255,A+,9.21
REC001027,STU00257,3,3,Design and Analysis of Algorithm,97,Machine Learning,89,UI/UX,74,260,A+,8.99
REC001028,STU00257,4,4,Data Warehousing and Data Mining,86,Data Science,86,Computer Architecture,70,242,A+,9.2
REC001029,STU00258,1,1,Maths,55,Physics,48,Chemistry,96,199,B+,6.92
REC001030,STU00258,2,2,Data Structures and Algorithms,72,Probability and Statistics,57,Java,62,191,B+,6.77
REC001031,STU00258,3,3,Design and Analysis of Algorithm,49,Machine Learning,68,UI/UX,83,200,B+,7.17
REC001032,STU00258,4,4,Data Warehousing and Data Mining,66,Data Science,46,Computer Architecture,60,172,B,5.87
REC001033,STU00259,1,1,Maths,79,Physics,51,Chemistry,49,179,C,4.83
REC001034,STU00259,2,2,Data Structures and Algorithms,45,Probability and Statistics,93,Java,64,202,B+,6.81
REC001035,STU00259,3,3,Design and Analysis of Algorithm,57,Machine Learning,85,UI/UX,47,189,B+,6.84
REC001036,STU00259,4,4,Data Warehousing and Data Mining,50,Data Science,81,Computer Architecture,81,212,A,7.73
REC001037,STU00260,1,1,Maths,95,Physics,75,Chemistry,47,217,A,7.73
REC001038,STU00260,2,2,Data Structures and Algorithms,50,Probability and Statistics,64,Java,45,159,B,6.29
REC001039,STU00260,3,3,Design and Analysis of Algorithm,93,Machine Learning,63,UI/UX,70,226,A,8
REC001040,STU00260,4,4,Data Warehousing and Data Mining,65,Data Science,93,Computer Architecture,70,228,A,8.14
REC001041,STU00261,1,1,Maths,53,Physics,89,Chemistry,88,230,A,7.76
REC001042,STU00261,2,2,Data Structures and Algorithms,71,Probability and Statistics,92,Java,77,240,A+,8.76
REC001043,STU00261,3,3,Design and Analysis of Algorithm,96,Machine Learning,94,UI/UX,54,244,A+,8.71
REC001044,STU00261,4,4,Data Warehousing and Data Mining,95,Data Science,69,Computer Architecture,75,239,C,5.05
REC001045,STU00262,1,1,Maths,99,Physics,47,Chemistry,63,209,C,4.8
REC001046,STU00262,2,2,Data Structures and Algorithms,88,Probability and Statistics,74,Java,50,212,A,8.23
REC001047,STU00262,3,3,Design and Analysis of Algorithm,50,Machine Learning,90,UI/UX,59,199,B+,7.23
REC001048,STU00262,4,4,Data Warehousing and Data Mining,96,Data Science,88,Computer Architecture,86,270,O,9.78
REC001049,STU00263,1,1,Maths,90,Physics,55,Chemistry,77,222,A,8.01
REC001050,STU00263,2,2,Data Structures and Algorithms,91,Probability and Statistics,83,Java,86,260,A+,9.01
REC001051,STU00263,3,3,Design and Analysis of Algorithm,94,Machine Learning,66,UI/UX,73,233,A,8.17
REC001052,STU00263,4,4,Data Warehousing and Data Mining,66,Data Science,63,Computer Architecture,68,197,B+,7.07
REC001053,STU00264,1,1,Maths,72,Physics,47,Chemistry,90,209,C,5.16
REC001054,STU00264,2,2,Data Structures and Algorithms,69,Probability and Statistics,60,Java,58,187,B+,7.3
